-0.016098,0.006653,-0.992188
-0.018951,0.003677,-0.999985
-0.017929,0.002670,-1.001938
-0.013092,0.005508,-1.007751
-0.014084,0.005585,-0.998016
-0.014114,0.006592,-0.998993
-0.019928,0.001785,-0.986374
0.013260,0.007111,-0.9949494
0.009735,-0.009644,-0.994980
0.028809,0.011841,-0.9899440
0.089310,0.027466,-1.0285190
0.068954,0.054779,-0.9945370
0.111588,0.272720,-0.9219210
0.063736,0.366150,-1.0409090
0.003906,0.451523,-1.0411530
-0.108658,0.383911,-0.879288
-0.025253,0.134781,-0.628769
0.334457,0.106216,-1.6444559
-0.124527,0.383209,-1.976105
-0.376343,0.426239,-1.977570
0.214035,0.092178,-0.4052890
0.156723,-0.286835,-0.226913
0.432816,-0.299332,-0.373306
0.771530,-0.076584,-0.112854
-0.494003,0.271301,0.0016484
-1.987305,-0.099594,-1.988022
-1.986420,-0.247253,-1.217758
-0.729584,0.135437,-0.3700568
-0.157333,-0.157639,-0.090332
0.208359,-0.432312,0.00599732
0.437546,-0.494888,0.17384332
0.046631,-0.343719,0.27490232
-1.380615,-0.069717,0.3396612
-2.025177,1.505356,-1.9861912
-0.690643,0.207275,-1.0875702
-0.614594,0.075836,-0.9333802
-0.438171,-0.036728,-0.459091
0.089920,-0.227539,-0.2993011
-0.117020,-0.197495,-0.726181
-1.597610,0.339615,-0.0614171
-1.988663,-0.604202,1.9365691
-0.477890,0.019714,1.04849291
0.043228,-0.223694,0.44549691
0.196518,-0.599060,0.32223591
0.481628,-0.275818,0.09648191
0.704193,-0.030762,0.07377691
-1.978958,-0.563858,-1.214233
-1.412918,-0.923172,0.1990973
-0.470871,-0.571365,0.1964723
-0.339951,-0.500702,0.1009373
0.169540,-0.193741,-0.0328833
0.007614,-0.036407,0.10559133
-0.722260,0.499222,0.14082333
-2.002853,0.346222,-0.4992523
-0.478561,0.117142,-0.0140083
-0.425354,0.304077,0.04301583
-0.827805,0.791672,-0.2412263
-1.068512,0.707108,-0.3207093
-0.864899,0.720612,-0.6564943
-0.501907,0.630112,-0.4566803
-0.535583,0.508133,-0.3674163
-0.654007,0.622498,-0.3319553
-0.775040,0.745529,-0.1659853
-0.831192,0.843643,-0.1808013
-0.798294,0.763702,-0.3647923
-0.468948,0.653992,-0.5207213
-0.212143,0.423035,-0.3938143
-0.547852,0.701050,-0.6906433
-0.559784,0.705505,-0.0936283
-0.472214,0.718781,-0.2917633
-0.285507,1.029022,-0.3019263
-0.318405,0.877151,-0.2380373
-0.233124,0.794250,-0.2493133
-0.222595,1.056870,-0.2722933
-0.124252,0.605484,-0.1320193
-0.083542,0.156738,-0.0563663
0.045425,1.019577,0.107178663
-0.127716,0.940674,0.00764563
-0.110245,1.037308,-0.0456703
-0.099762,0.897705,-0.1412513
0.141937,0.857590,-0.36482213
0.284576,0.983154,-0.54299913
-0.205399,0.826370,-0.2783203
-0.265945,1.030640,-0.3096013
0.050766,0.966049,-0.23082013
0.539490,0.982452,-0.59210213
-0.020462,0.926071,-0.3306273
-0.320465,0.893570,-0.3256843
-0.012772,0.951553,-0.1776433
0.403336,1.124146,-0.14276133
-0.175827,0.934372,-0.2088623
-0.180420,0.996246,-0.1562043
-0.193710,0.969055,-0.0910493
-0.070297,0.919647,-0.0261083
0.100342,0.816910,0.049789083
0.186554,1.053024,0.139221083
0.125916,1.098434,0.087326083
0.179169,0.983475,-0.08488583
0.086761,0.973450,-0.21403583
-0.255981,0.822830,-0.3594823
0.837967,1.091522,-0.38464423
0.571701,0.803558,-0.18016123
0.055237,1.026459,-0.24044823
0.197449,0.904602,-0.29916423
0.295746,0.889099,-0.28981023
0.190598,0.907593,-0.32353223
0.422501,0.970261,-0.09999123
0.497681,0.669571,-0.24017323
-0.335281,1.006729,0.37077323
0.099274,0.940125,0.085007323
0.252258,1.073303,-0.30543523
0.152008,0.923660,-0.04130623
0.192001,0.858109,-0.10737623
0.310776,0.817001,-0.17488123
-0.343582,1.060013,-0.4444433
0.060776,0.976608,-0.08172633
0.151276,1.008942,-0.41813733
-0.301971,1.102325,-0.0087743
0.224899,0.794052,-0.11114543
0.346329,0.717361,-0.14265443
0.325760,1.298523,-0.43325843
-0.180344,0.399750,1.08877643
0.203369,1.037628,-0.08174143
0.432480,0.758102,-0.40603643
0.253006,1.043060,-0.02494843
0.009186,0.920959,-0.07917843
0.232315,0.892227,-0.09442143
-0.265198,0.755173,-0.0557253
0.139542,0.921555,-0.10664453
0.031372,0.996246,-0.21434053
-0.068390,0.990021,-0.2149663
0.195908,0.816437,-0.09861863
0.354843,0.795273,-0.01881463
-0.423935,2.025955,-0.2284553
-0.025833,0.965729,-0.1718603
0.072571,0.966248,-0.31054703
0.084839,0.924133,-0.17027303
0.085831,0.965805,-0.16436803
0.205536,0.779663,-0.08110003
0.320602,1.020355,-0.15411403
-0.191971,0.447815,-0.1511383
-0.132080,1.063370,-0.4324343
0.253357,0.888245,-0.21020543
0.304749,0.892090,-0.07257143
0.014359,1.011414,-0.21443243
0.229218,0.856567,-0.09252943
-0.371628,1.667130,-0.7321473
-0.112381,0.932678,-0.1334693
0.031342,0.971832,-0.32441793
0.235184,0.905670,-0.16940393
0.015564,1.003387,-0.22514393
0.158905,0.811920,-0.13394293
0.290375,0.852036,-0.18180893
-0.541779,1.268692,-0.6518713
0.164978,1.425003,-0.12629713
0.095825,0.865158,-0.39820913
0.054794,0.789581,-0.19204713
0.085129,0.916031,-0.19950913
-0.050385,0.941742,-0.2801673
0.073730,0.914719,-0.29307673
0.193207,0.770615,-0.13963373
0.093201,1.498688,-0.85714773
-0.099991,0.484283,-0.0852663
0.018326,0.942291,-0.32746963
-0.052505,1.111603,-0.2497713
-0.045319,0.877792,-0.1652683
0.224915,0.764755,-0.20469783
0.241074,0.861969,-0.15869183
-0.392899,1.753265,-0.8354193
-0.017822,0.656464,-0.0874793
-0.096893,1.071487,-0.4682623
0.099426,0.967636,-0.15161123
0.287369,0.801926,-0.10490423
0.236740,0.879852,-0.16552723
0.270950,1.005386,-0.14372323
-0.398254,0.629639,-0.3927313
-0.051361,1.271286,-0.2573393
0.066132,0.943695,-0.28042693
0.154587,0.906448,-0.09780993
0.231689,0.841400,-0.13734493
0.357483,0.903900,-0.10632393
-0.683090,1.357590,-0.6243593
0.027695,1.180389,-0.11671493
-0.044205,1.006790,-0.5254823
0.180420,0.936600,-0.12681623
0.095108,0.906998,-0.18582223
0.289429,0.796005,-0.09225523
0.283020,1.090927,-0.24971023
-0.222763,0.463272,-0.1425483
0.008560,1.020020,-0.29626583
-0.032166,1.018158,-0.4017033
0.167404,0.899399,-0.07338033
0.164093,0.945938,-0.28567533
0.209579,0.857910,-0.08876033
0.165421,1.195374,-0.38957233
-0.195267,0.459885,-0.1316533
-0.000488,1.002716,-0.4015503
0.092880,0.918930,-0.18580603
0.224350,0.896362,-0.08667003
0.221436,0.903076,-0.14123503
-0.597580,1.717880,-0.3233953
0.227051,0.913879,-0.14312753
0.172974,0.874802,-0.38603253
-0.123322,0.893372,-0.0975493
